frame_id,instance_id,x,y,z,rotation
8.0,109717.0,1313.077,904.93,0.221,0.9724974592229422
9.0,109717.0,1315.271,907.996,0.421,0.9550441667029989
10.0,109717.0,1317.358,910.734,0.601,0.9375908741830556
11.0,109717.0,1319.879,914.055,0.801,0.9201375816631123
12.0,109717.0,1322.649,917.573,0.951,0.9026842891431689
13.0,109717.0,1325.986,921.659,1.195,0.875288716190122
14.0,109717.0,1329.124,925.302,1.417,0.8503244115833389
15.0,109717.0,1332.473,929.22,1.687,0.859038224462851
16.0,109717.0,1335.832,933.15,1.959,0.8677777041032824
17.0,109717.0,1339.254,937.201,2.23,0.8769619293161118
8.0,109718.0,1287.76,862.456,-1.776,1.0386803442008015
9.0,109718.0,1287.76,862.454,-1.826,1.0386803442008015
10.0,109718.0,1287.814,862.547,-1.868,1.0386803442008015
11.0,109718.0,1287.874,862.651,-1.913,1.0386803442008015
12.0,109718.0,1288.003,862.874,-1.828,1.0386803442008015
13.0,109718.0,1288.606,863.882,-1.733,1.0266121881976376
14.0,109718.0,1289.156,864.8,-1.647,1.0156150419426013
15.0,109718.0,1290.105,866.36,-1.635,1.0212270516808581
16.0,109718.0,1291.429,868.533,-1.584,1.0299531218485232
17.0,109718.0,1293.015,871.146,-1.459,1.0205287985795677
18.0,109718.0,1294.441,873.528,-1.31,1.0373992450747613
19.0,109718.0,1295.995,876.234,-1.172,1.0436411201165638
20.0,109718.0,1297.55,878.94,-1.034,1.0498836320423395
21.0,109718.0,1299.106,881.65,-0.896,1.0561336367207448
22.0,109718.0,1301.088,885.014,-0.673,1.038690377305625
23.0,109718.0,1303.119,888.461,-0.499,1.0386803442008015
24.0,109718.0,1305.366,892.089,-0.299,1.0220538117967592
25.0,109718.0,1307.836,896.077,-0.079,1.0037737591609148
26.0,109718.0,1310.411,899.91,0.146,0.986321304571626
27.0,109718.0,1312.987,903.744,0.371,0.9688671741210283
28.0,109718.0,1315.724,907.588,0.521,0.9339605890811417
29.0,109718.0,1318.67,911.515,0.771,0.9165072965611982
30.0,109718.0,1321.94,915.711,0.971,0.899054004041255
31.0,109718.0,1325.111,919.473,1.219,0.8912010527058415
32.0,109718.0,1328.988,924.072,1.521,0.8816007115213115
33.0,109718.0,1332.572,928.411,1.747,0.8641474190013683
0.0,109719.0,1295.985,925.944,-0.035,-0.668827622794848
1.0,109719.0,1297.759,924.513,-0.06,-0.6775589799928312
2.0,109719.0,1299.532,923.082,-0.085,-0.6862809153147911
3.0,109719.0,1300.877,921.971,-0.035,-0.6862809153147911
4.0,109719.0,1302.22,920.861,0.015,-0.6862809153147911
5.0,109719.0,1302.993,920.259,0.09,-0.6688093802184957
6.0,109719.0,1303.765,919.657,0.165,-0.6513743302749048
7.0,109719.0,1303.838,919.605,0.24,-0.6513743302749048
8.0,109719.0,1303.912,919.553,0.315,-0.6513743302749048
9.0,109719.0,1303.894,919.529,0.315,-0.6513743302749048
10.0,109719.0,1303.84,919.458,0.315,-0.6513743302749048
11.0,109719.0,1303.847,919.414,0.315,-0.6688174505057894
12.0,109719.0,1303.855,919.37,0.315,-0.6862809153147911
13.0,109719.0,1303.835,919.346,0.315,-0.6862809153147911
14.0,109719.0,1303.817,919.324,0.315,-0.6862809153147911
0.0,109720.0,1338.096,918.411,1.006,-2.2587876651382737
1.0,109720.0,1337.976,918.257,1.001,-2.2587876651382737
2.0,109720.0,1337.855,918.102,0.996,-2.2587876651382737
3.0,109720.0,1337.418,917.57,1.026,-2.2605625413032944
4.0,109720.0,1336.983,917.039,1.055,-2.262333523150426
5.0,109720.0,1336.412,916.325,1.074,-2.2503647421695683
6.0,109720.0,1335.694,915.445,1.073,-2.2545741216012587
7.0,109720.0,1334.88,914.425,1.044,-2.2501626017231167
8.0,109720.0,1333.8,913.074,1.065,-2.2457462719896455
9.0,109720.0,1332.564,911.529,1.086,-2.2413343726183306
10.0,109720.0,1331.253,909.849,1.046,-2.2330702697061833
11.0,109720.0,1329.795,907.982,1.001,-2.2238810800983875
12.0,109720.0,1328.173,905.853,0.897,-2.221919744706302
13.0,109720.0,1326.391,903.513,0.782,-2.2197633567007182
14.0,109720.0,1324.873,901.36,0.628,-2.2036341695132666
15.0,109720.0,1323.326,899.17,0.474,-2.1876012986435542
16.0,109720.0,1321.437,896.468,0.42,-2.188974495058501
17.0,109720.0,1319.743,893.913,0.27,-2.176229285903125
18.0,109720.0,1318.218,891.612,0.134,-2.1647540672639054
19.0,109720.0,1316.885,889.464,-0.015,-2.1495563213404107
20.0,109720.0,1315.553,887.315,-0.165,-2.1343570247289034
21.0,109720.0,1314.494,885.593,-0.239,-2.119161324978729
22.0,109720.0,1313.346,883.628,-0.339,-2.127882954686289
23.0,109720.0,1312.947,882.912,-0.396,-2.1300145842794933
24.0,109720.0,1312.21,881.658,-0.453,-2.1208816257397203
25.0,109720.0,1311.4,880.279,-0.516,-2.110840388109952
26.0,109720.0,1310.663,879.024,-0.574,-2.101708032458786
27.0,109720.0,1310.428,878.6,-0.569,-2.098146120176765
28.0,109720.0,1310.194,878.177,-0.565,-2.0945843788935514
29.0,109720.0,1310.053,877.916,-0.561,-2.091023150606761
30.0,109720.0,1309.912,877.655,-0.556,-2.087461537572653
31.0,109720.0,1309.712,877.292,-0.575,-2.0842547399388422
32.0,109720.0,1309.609,877.157,-0.595,-2.0842547399388422
33.0,109720.0,1309.448,876.895,-0.531,-2.0842547399388422
34.0,109720.0,1309.285,876.598,-0.543,-2.0842547399388422
19.0,3890.0,1065.725,782.85,2.414,0.9002059215939285
20.0,3890.0,1068.373,786.166,2.254,0.9002059215939285
21.0,3890.0,1071.023,789.483,2.168,0.9002059215939285
22.0,3890.0,1073.67,792.797,2.032,0.9002059215939285
23.0,3890.0,1076.605,796.474,1.819,0.9002059215939285
24.0,3890.0,1079.246,799.782,1.508,0.9002059215939285
25.0,3890.0,1082.178,803.455,1.453,0.9002059215939285
26.0,3890.0,1085.358,807.464,1.31,0.9002059215939285
27.0,3890.0,1088.412,811.314,1.513,0.9002059215939285
28.0,3890.0,1091.618,815.355,1.616,0.9002059215939285
29.0,3890.0,1094.67,819.203,1.818,0.9002059215939285
30.0,3890.0,1098.222,823.68,1.859,0.9002059215939285
31.0,3890.0,1101.548,827.874,1.851,0.9002059215939285
32.0,3890.0,1104.798,831.972,1.878,0.9002059215939285
33.0,3890.0,1108.067,836.093,1.876,0.9002059215939285
34.0,3890.0,1111.496,840.163,1.724,0.9002059215939285
35.0,3890.0,1114.921,844.229,1.572,0.9002059215939285
36.0,3890.0,1118.35,848.299,1.42,0.9002059215939285
23.0,3891.0,1107.039,826.401,1.232,0.826218499274173
24.0,3891.0,1107.016,826.377,1.205,0.826218499274173
25.0,3891.0,1106.991,826.349,1.175,0.826218499274173
26.0,3891.0,1106.963,826.319,1.142,0.826218499274173
27.0,3891.0,1106.938,826.292,1.112,0.826218499274173
28.0,3891.0,1106.954,826.267,1.191,0.832036152884207
29.0,3891.0,1106.971,826.242,1.27,0.837854027620802
30.0,3891.0,1107.047,826.283,1.191,0.8436720245619441
31.0,3891.0,1107.124,826.325,1.112,0.8494895559674309
32.0,3891.0,1107.281,826.46,1.112,0.8553073201407453
33.0,3891.0,1107.334,826.722,1.112,0.8611250843140597
34.0,3891.0,1107.524,827.014,1.112,0.8900726149719163
35.0,3891.0,1107.789,827.418,1.362,0.9190036614128443
36.0,3891.0,1108.043,827.83,1.362,0.9479676762876291
37.0,3891.0,1108.394,828.409,1.462,0.9769152069454857
38.0,3891.0,1108.843,829.178,1.462,1.005862737603342
0.0,3892.0,1151.002,883.962,-0.172,0.8539372431258991
1.0,3892.0,1155.699,888.823,0.327,0.8539372431258991
2.0,3892.0,1159.716,894.224,0.446,0.8539372431258991
3.0,3892.0,1164.475,899.554,0.565,0.8539372431258991
4.0,3892.0,1168.795,904.444,0.874,0.8539372431258991
5.0,3892.0,1172.581,908.854,0.874,0.8539372431258991
6.0,3892.0,1176.79,913.815,0.874,0.8539372431258991
7.0,3892.0,1181.116,918.648,1.182,0.8539372431258991
8.0,3892.0,1185.24,923.247,1.277,0.8539372431258991
9.0,3892.0,1189.349,927.829,1.658,0.8539372431258991
10.0,3892.0,1193.168,932.145,2.038,0.8539372431258991
11.0,3892.0,1196.955,936.425,2.228,0.8539372431258991
12.0,3892.0,1200.921,940.81,2.418,0.8539372431258991
13.0,3892.0,1204.886,945.195,2.608,0.8539372431258991
14.0,3892.0,1208.72,949.463,2.798,0.8539372431258991
0.0,3893.0,1164.845,906.934,0.222,-2.2963471501420445
1.0,3893.0,1160.153,901.271,0.222,-2.2963471501420445
2.0,3893.0,1155.281,895.721,0.222,-2.2963471501420445
3.0,3893.0,1148.655,887.931,0.222,-2.2963471501420445
4.0,3893.0,1145.382,883.796,0.222,-2.2963471501420445
5.0,3893.0,1140.943,878.822,0.222,-2.2963471501420445
6.0,3893.0,1135.151,872.376,0.222,-2.2963471501420445
7.0,3893.0,1129.925,866.038,0.222,-2.2963471501420445
8.0,3893.0,1125.099,860.47,0.222,-2.2963471501420445
9.0,3893.0,1119.967,855.191,0.702,-2.2963471501420445
10.0,3893.0,1115.318,849.927,0.64,-2.2963471501420445
11.0,3893.0,1110.678,844.674,0.577,-2.2963471501420445
12.0,3893.0,1105.631,838.855,0.723,-2.2963471501420445
13.0,3893.0,1100.939,833.57,0.869,-2.2963471501420445
14.0,3893.0,1096.241,828.278,1.015,-2.2963471501420445
15.0,3893.0,1091.279,822.477,1.161,-2.2963471501420445
16.0,3893.0,1086.887,817.529,1.171,-2.2963471501420445
17.0,3893.0,1082.057,812.089,1.182,-2.2963471501420445
18.0,3893.0,1077.398,806.84,1.224,-2.2963471501420445
19.0,3893.0,1072.738,801.591,1.265,-2.2963471501420445
20.0,3893.0,1068.578,796.89,1.311,-2.2963471501420445
21.0,3893.0,1064.418,792.189,1.356,-2.2963471501420445
25.0,3894.0,1096.843,799.626,0.846,2.310117797922689
26.0,3894.0,1096.154,800.147,0.746,2.310117797922689
27.0,3894.0,1095.527,800.621,0.654,2.310117797922689
28.0,3894.0,1094.89,801.097,0.667,2.310117797922689
29.0,3894.0,1094.252,801.572,0.681,2.310117797922689
30.0,3894.0,1093.615,802.048,0.694,2.310117797922689
31.0,3894.0,1093.012,802.586,0.707,2.310117797922689
32.0,3894.0,1092.271,803.56,0.674,2.310117797922689
33.0,3894.0,1091.877,803.984,0.733,2.0832249951634254
34.0,3894.0,1091.531,804.939,0.746,2.0832249951634254
35.0,3894.0,1091.262,805.552,0.76,1.9785052400437655
36.0,3894.0,1090.93,806.777,0.715,1.8737854849241053
37.0,3894.0,1090.982,808.123,0.72,1.6701637388581005
38.0,3894.0,1091.253,809.962,0.824,1.4927194494766327
0.0,10830.0,1484.192,1408.129,0.414,0.054035393547227965
1.0,10830.0,1485.985,1408.219,0.447,0.048219397740797865
2.0,10830.0,1485.869,1408.217,0.479,0.0424041697778832
3.0,10830.0,1485.754,1408.215,0.511,0.03658228717116719
4.0,10830.0,1486.275,1408.262,0.544,0.030760486002399775
5.0,10830.0,1486.795,1408.309,0.576,0.02494493228769068
6.0,10830.0,1487.315,1408.357,0.608,0.019128808507341333
7.0,10830.0,1488.263,1408.351,0.432,0.0453223720549809
8.0,10830.0,1489.209,1408.371,0.256,0.0714886860671713
9.0,10830.0,1490.821,1408.565,0.285,0.07295137399671382
10.0,10830.0,1492.433,1408.759,0.314,0.07441404438971388
11.0,10830.0,1494.045,1408.953,0.343,0.07587653649453284
12.0,10830.0,1495.647,1409.141,0.372,0.08894197858711463
13.0,10830.0,1498.048,1409.433,0.401,0.0893579467705099
14.0,10830.0,1500.452,1409.725,0.43,0.08977438480971855
15.0,10830.0,1502.857,1410.017,0.459,0.09019080702045112
16.0,10830.0,1505.261,1410.309,0.487,0.09060724839197043
17.0,10830.0,1507.668,1410.602,0.516,0.09102417294854614
18.0,10830.0,1510.075,1410.894,0.545,0.09144104168891709
19.0,10830.0,1512.482,1411.187,0.574,0.09185794791778369
20.0,10830.0,1514.889,1411.479,0.603,0.09227482748816439
21.0,10830.0,1517.29,1411.771,0.632,0.09269080150310338
22.0,10830.0,1519.697,1412.064,0.661,0.0931076985681154
23.0,10830.0,1522.102,1412.356,0.69,0.09352414910348927
24.0,10830.0,1524.503,1412.647,0.719,0.09394011145534087
25.0,10830.0,1526.91,1412.94,0.748,0.09435700852035288
26.0,10830.0,1529.335,1413.122,0.776,-0.036125154771304395
27.0,10830.0,1531.762,1412.986,0.805,-0.16660079251917728
28.0,10830.0,1534.5,1412.096,0.859,-0.38155880201728065
29.0,10830.0,1536.983,1410.643,0.913,-0.596275408250742
30.0,10830.0,1539.333,1408.623,0.884,-0.7925128222768496
31.0,10830.0,1541.245,1406.181,0.855,-0.9889329677050308
32.0,10830.0,1542.643,1403.416,0.826,-1.1851483753687384
33.0,10830.0,1543.828,1399.911,0.553,-1.280347821279114
34.0,10830.0,1544.558,1396.914,0.326,-1.3596813005681692
35.0,10830.0,1545.31,1392.755,-0.332,-1.4201400291124755
36.0,10830.0,1545.589,1387.711,-0.964,-1.5591818782221667
37.0,10830.0,1545.167,1382.687,-1.595,-1.6979189273756747
38.0,10830.0,1544.406,1377.377,-1.702,-1.7671337411192385
0.0,10831.0,1369.251,1467.237,2.853,-0.7021285048405308
1.0,10831.0,1373.142,1464.016,2.857,-0.7021285048405308
2.0,10831.0,1377.032,1460.796,2.861,-0.7021285048405308
3.0,10831.0,1380.227,1458.099,2.914,-0.6934017975448783
4.0,10831.0,1383.422,1455.402,2.968,-0.6846752123205877
5.0,10831.0,1387.406,1452.474,2.884,-0.6628528668839948
6.0,10831.0,1391.391,1449.545,2.8,-0.641028382327047
7.0,10831.0,1395.375,1446.617,2.717,-0.6192072155894249
8.0,10831.0,1399.355,1443.692,2.633,-0.5974087497208722
9.0,10831.0,1403.814,1440.844,2.6,-0.5712286540010014
10.0,10831.0,1408.347,1438.113,2.568,-0.5450488721610428
11.0,10831.0,1412.8,1435.305,2.518,-0.4926631881235193
12.0,10831.0,1417.391,1432.735,2.468,-0.4403291170413844
13.0,10831.0,1422.917,1430.44,2.368,-0.41592894026143457
14.0,10831.0,1428.449,1428.143,2.268,-0.39150120232329044
15.0,10831.0,1433.981,1425.845,2.168,-0.3670743928638798
16.0,10831.0,1439.652,1423.901,2.093,-0.3426294125398677
17.0,10831.0,1445.33,1421.955,2.018,-0.31815606940178115
18.0,10831.0,1451.243,1420.421,1.868,-0.27743329355647206
19.0,10831.0,1457.213,1419.128,1.718,-0.23670685556175908
20.0,10831.0,1463.231,1418.08,1.568,-0.19598302176217786
21.0,10831.0,1469.472,1417.199,1.517,-0.12334214107528063
22.0,10831.0,1475.773,1416.773,1.466,-0.05054006962210211
23.0,10831.0,1482.083,1416.807,1.415,0.022184025070492774
24.0,10831.0,1488.379,1417.023,1.381,0.05995622672949242
25.0,10831.0,1494.676,1417.477,1.347,0.09781330668057107
26.0,10831.0,1500.945,1418.169,1.313,0.13562953611674522
27.0,10831.0,1507.136,1419.139,1.322,0.18973350413986226
28.0,10831.0,1513.272,1420.443,1.332,0.24389905910706441
29.0,10831.0,1519.322,1422.076,1.341,0.2980037847903019
30.0,10831.0,1525.269,1424.032,1.351,0.3520540671820193
31.0,10831.0,1531.087,1426.317,1.442,0.38050791457585076
32.0,10831.0,1536.831,1428.765,1.532,0.408932103213991
33.0,10831.0,1543.644,1431.924,1.641,0.44311737706032117
34.0,10831.0,1549.13,1434.603,1.588,0.446453042609112
35.0,10831.0,1554.616,1437.283,1.535,0.44978880147572503
36.0,10831.0,1560.083,1439.835,1.595,0.44978880147572503
37.0,10831.0,1565.537,1442.381,1.654,0.44978880147572503
38.0,10831.0,1571.009,1444.936,1.714,0.44978880147572503
0.0,10832.0,1526.452,1392.875,1.321,1.8011274280391232
1.0,10832.0,1526.03,1393.995,1.337,1.8927142063791242
2.0,10832.0,1525.508,1395.071,1.354,1.98428889318464
3.0,10832.0,1524.888,1396.095,1.37,2.0759683732890246
4.0,10832.0,1524.178,1397.059,1.387,2.167646570957933
5.0,10832.0,1522.792,1398.378,1.403,2.3204029890140863
6.0,10832.0,1521.222,1399.471,1.42,2.4731743809127225
7.0,10832.0,1519.505,1400.313,1.436,2.6259225480760793
8.0,10832.0,1517.681,1400.883,1.453,2.7785118091559493
9.0,10832.0,1515.348,1401.193,1.469,2.8963587988482007
10.0,10832.0,1512.995,1401.226,1.486,3.0142043756425325
11.0,10832.0,1510.416,1401.4,1.502,3.140766535314267
12.0,10832.0,1507.838,1401.247,1.519,-3.0159813074652244
13.0,10832.0,1504.876,1400.793,1.585,-3.0078411001942933
14.0,10832.0,1501.91,1400.338,1.652,-2.999691698172753
15.0,10832.0,1498.945,1399.884,1.718,-2.9915426059034487
16.0,10832.0,1495.477,1399.371,1.785,-3.0037548719122147
17.0,10832.0,1492.004,1398.858,1.852,-3.0159813074652244
18.0,10832.0,1488.243,1398.619,1.918,-3.034607971671336
19.0,10832.0,1484.481,1398.382,1.985,-3.053236310950569
20.0,10832.0,1480.719,1398.144,2.051,-3.071863459066693
21.0,10832.0,1476.667,1398.049,2.118,-3.104972172819257
22.0,10832.0,1472.604,1398.089,2.184,-3.138154355104828
23.0,10832.0,1468.205,1398.281,2.251,3.1136139822742916
24.0,10832.0,1463.819,1398.61,2.317,3.082233840970072
25.0,10832.0,1459.436,1399.078,2.384,3.0507831850365177
26.0,10832.0,1454.787,1399.714,2.45,3.019366466625103
27.0,10832.0,1450.16,1400.495,2.517,2.987951319395269
28.0,10832.0,1445.439,1401.317,2.583,2.956952292545921
29.0,10832.0,1440.751,1402.283,2.65,2.9259880783853376
30.0,10832.0,1436.1,1403.392,2.716,2.8950550222006415
31.0,10832.0,1431.48,1404.646,2.783,2.864093161922928
32.0,10832.0,1426.907,1406.041,2.849,2.8331635746182515
16.0,10833.0,1524.783,1350.008,0.824,1.4153573036224871
17.0,10833.0,1525.106,1352.343,0.824,1.4153573036224871
18.0,10833.0,1525.429,1354.678,0.824,1.4153573036224871
19.0,10833.0,1525.752,1357.012,0.824,1.4153573036224871
20.0,10833.0,1526.075,1359.347,0.824,1.4153573036224871
21.0,10833.0,1526.544,1361.244,0.824,1.4153573036224871
22.0,10833.0,1526.613,1362.78,0.824,1.4153573036224871
23.0,10833.0,1526.978,1364.012,0.574,1.4153573036224871
24.0,10833.0,1527.138,1365.035,0.824,1.4153573036224871
25.0,10833.0,1527.233,1365.64,0.824,1.4153573036224871
26.0,10833.0,1527.327,1366.244,0.824,1.4153573036224871
27.0,10833.0,1527.422,1366.847,0.824,1.4153573036224871
28.0,10833.0,1527.517,1367.452,0.824,1.4153573036224871
29.0,10833.0,1527.517,1367.452,0.824,1.4153573036224871
30.0,10833.0,1527.517,1367.452,0.824,1.4153573036224871
31.0,10833.0,1527.517,1367.452,0.824,1.4153573036224871
32.0,10833.0,1527.517,1367.452,0.799,1.4153573036224871
33.0,10833.0,1527.517,1367.452,0.77,1.4153573036224871
34.0,10833.0,1527.517,1367.452,0.746,1.4153573036224871
15.0,10834.0,1406.019,1435.663,2.053,-0.5307022657421272
16.0,10834.0,1411.905,1432.336,2.022,-0.49000757633300335
17.0,10834.0,1417.928,1429.248,1.992,-0.44926567003541334
18.0,10834.0,1424.071,1426.408,1.961,-0.4085292181025253
19.0,10834.0,1430.622,1423.819,1.847,-0.37359585114737764
20.0,10834.0,1437.26,1421.461,1.734,-0.3386647179575342
21.0,10834.0,1443.961,1419.34,1.62,-0.3038094629828654
22.0,10834.0,1450.946,1417.575,1.536,-0.2630400887428608
23.0,10834.0,1457.99,1416.097,1.453,-0.22231438171823625
24.0,10834.0,1465.081,1414.909,1.37,-0.18163641534326214
25.0,10834.0,1472.139,1413.98,1.22,-0.10012772377484012
26.0,10834.0,1479.242,1413.628,1.07,-0.018706985953089728
27.0,10834.0,1486.349,1413.855,0.92,0.06270967993594434
28.0,10834.0,1493.537,1414.385,0.87,0.1034782110660073
29.0,10834.0,1500.688,1415.206,0.82,0.14420095810766886
30.0,10834.0,1507.793,1416.317,0.77,0.18488272757554755
31.0,10834.0,1514.843,1417.85,0.786,0.2339641842337168
32.0,10834.0,1521.244,1419.579,0.801,0.2829944810289735
33.0,10834.0,1528.82,1422.069,0.82,0.34196236025503746
34.0,10834.0,1535.7,1424.723,0.82,0.3838554098547115
35.0,10834.0,1542.463,1427.663,0.82,0.4257496314448306
36.0,10834.0,1549.328,1430.84,0.862,0.43535931130352695
37.0,10834.0,1556.178,1434.01,0.904,0.44494792534629385
38.0,10834.0,1563.051,1437.191,0.571,0.4545683781518785
0.0,10835.0,1498.519,1409.495,0.265,0.07719591275529258
1.0,10835.0,1499.679,1409.6,0.265,0.08591999224039704
2.0,10835.0,1500.84,1409.704,0.265,0.09464291994890407
3.0,10835.0,1501.999,1409.835,0.265,0.1033758297212568
4.0,10835.0,1503.159,1409.965,0.265,0.11210861733548573
5.0,10835.0,1504.317,1410.094,0.265,0.12083203367648854
6.0,10835.0,1504.168,1410.012,0.265,0.12955630512435934
7.0,10835.0,1504.019,1409.929,0.265,0.1382792502840269
8.0,10835.0,1505.472,1410.184,0.265,0.14699312084019803
9.0,10835.0,1506.928,1410.44,0.265,0.15572651924504677
10.0,10835.0,1508.384,1410.695,0.265,0.16445981294293222
11.0,10835.0,1510.382,1411.026,0.265,0.17319204212002282
12.0,10835.0,1512.378,1411.357,0.265,0.18191566787495253
13.0,10835.0,1514.984,1411.868,0.265,0.16447222695237795
14.0,10835.0,1517.593,1412.38,0.265,0.14700908283506586
15.0,10835.0,1520.377,1412.864,0.265,0.10048639035673235
16.0,10835.0,1523.181,1413.218,0.265,0.0539615572351646
17.0,10835.0,1526.001,1413.441,0.265,0.007382742675519305
18.0,10835.0,1529.306,1413.297,0.265,-0.10896804545393524
19.0,10835.0,1532.573,1412.77,0.265,-0.22532929686740055
20.0,10835.0,1535.757,1411.867,0.265,-0.3416831077233471
21.0,10835.0,1537.882,1410.52,0.265,-0.5596681963644179
22.0,10835.0,1539.67,1408.741,0.265,-0.7781369958738549
23.0,10835.0,1542.309,1405.787,0.265,-0.8827351758415842
24.0,10835.0,1543.657,1403.202,0.265,-1.030921666588472
25.0,10835.0,1544.611,1400.44,0.265,-1.1794411486806167
26.0,10835.0,1545.644,1396.821,0.265,-1.3452515737928623
0.0,10836.0,1477.695,1408.317,0.629,-0.0513126800411825
1.0,10836.0,1477.772,1408.342,0.629,-0.06294479571356759
2.0,10836.0,1477.85,1408.367,0.629,-0.07457537568254291
3.0,10836.0,1477.927,1408.392,0.629,-0.08621926508106914
4.0,10836.0,1478.275,1408.329,0.629,-0.06875210635700424
5.0,10836.0,1478.623,1408.273,0.629,-0.051303691878661795
6.0,10836.0,1478.973,1408.226,0.629,-0.0338535670315292
7.0,10836.0,1479.322,1408.178,0.629,-0.016406095001295862
8.0,10836.0,1480.304,1408.221,0.61,-0.01059575672195501
9.0,10836.0,1481.287,1408.263,0.591,-0.00477239743134783
10.0,10836.0,1482.27,1408.305,0.572,0.0010508920415044363
11.0,10836.0,1483.254,1408.348,0.553,0.0068734717005165535
12.0,10836.0,1484.818,1408.348,0.534,0.012690314667344271
13.0,10836.0,1486.381,1408.347,0.515,0.01850049003859078
14.0,10836.0,1488.127,1408.441,0.504,0.03303691319716796
15.0,10836.0,1489.874,1408.535,0.494,0.04757278383795582
16.0,10836.0,1491.62,1408.628,0.483,0.06210932331606767
17.0,10836.0,1493.584,1408.775,0.472,0.07666272912669593
18.0,10836.0,1495.548,1408.922,0.462,0.09121418658511947
19.0,10836.0,1497.512,1409.069,0.451,0.10576695263830738
20.0,10836.0,1499.879,1409.433,0.464,0.12074051108336481
21.0,10836.0,1502.242,1409.796,0.477,0.135681543618557
22.0,10836.0,1504.892,1410.186,0.491,0.1506557304390579
23.0,10836.0,1507.54,1410.577,0.504,0.16561387872442743
24.0,10836.0,1510.185,1410.966,0.517,0.1805544923426572
25.0,10836.0,1512.996,1411.456,0.53,0.1955286791631583
26.0,10836.0,1515.805,1411.945,0.543,0.21048670775796732
27.0,10836.0,1518.412,1412.57,0.582,0.16685522218887905
28.0,10836.0,1521.048,1413.08,0.62,0.12317407057938223
29.0,10836.0,1523.7,1413.475,0.658,0.07954197400452445
30.0,10836.0,1526.364,1413.753,0.696,0.0359537825585341
31.0,10836.0,1528.62,1413.64,0.722,-0.1176465338654733
32.0,10836.0,1530.828,1413.183,0.747,-0.27108674560501145
33.0,10836.0,1533.586,1412.143,0.778,-0.43561674442822396
34.0,10836.0,1535.728,1410.941,0.804,-0.5727261270433073
35.0,10836.0,1537.689,1409.361,0.708,-0.7094547697747342
36.0,10836.0,1539.415,1407.528,0.612,-0.8461768553933688
37.0,10836.0,1541.065,1405.474,0.516,-0.98259922631479
38.0,10836.0,1542.424,1403.208,0.42,-1.1194745844449443
0.0,10837.0,1406.847,1434.97,1.933,-0.47455502368674507
1.0,10837.0,1412.421,1431.926,1.816,-0.4454747345057828
2.0,10837.0,1418.079,1429.045,1.698,-0.4163982845833447
3.0,10837.0,1423.826,1426.327,1.581,-0.3872885610870289
4.0,10837.0,1429.881,1424.05,1.463,-0.3698233438517895
5.0,10837.0,1435.93,1421.775,1.345,-0.3523768687788347
6.0,10837.0,1441.98,1419.5,1.228,-0.33492868352719857
7.0,10837.0,1447.901,1417.658,1.094,-0.26511919119136707
8.0,10837.0,1453.93,1416.235,0.96,-0.1953823226599538
9.0,10837.0,1460.057,1415.233,0.825,-0.12548917328787915
10.0,10837.0,1466.425,1414.487,0.741,-0.09056828332865785
11.0,10837.0,1472.239,1414.006,0.656,-0.05565164995518978
12.0,10837.0,1478.06,1413.728,0.572,-0.020769418168219204
13.0,10837.0,1484.399,1413.57,0.525,0.031546532287020757
14.0,10837.0,1490.745,1413.745,0.479,0.08392157609226379
15.0,10837.0,1497.073,1414.251,0.432,0.13629462916408475
16.0,10837.0,1503.366,1415.088,0.385,0.18867009207110064
17.0,10837.0,1509.753,1416.645,0.384,0.2119425283181089
18.0,10837.0,1516.14,1418.202,0.383,0.2352118489437256
19.0,10837.0,1522.527,1419.758,0.382,0.25848326215087397
20.0,10837.0,1528.749,1422.08,0.398,0.36034496407425953
21.0,10837.0,1534.942,1424.421,0.514,0.39224805446487565
22.0,10837.0,1541.453,1427.206,0.53,0.4155628948303638
23.0,10837.0,1547.618,1429.895,0.636,0.4286527463824335
24.0,10837.0,1553.757,1432.816,0.676,0.4359167275593219
25.0,10837.0,1559.909,1435.745,0.715,0.4431970317009546
26.0,10837.0,1566.055,1438.67,0.754,0.45046947987025043
27.0,10837.0,1572.228,1441.564,0.866,0.44465394946372916
28.0,10837.0,1578.407,1444.462,0.979,0.4388317991962427
29.0,10837.0,1584.58,1447.356,1.091,0.4330161873503071
30.0,10837.0,1591.863,1451.028,1.244,0.438832363642313
31.0,10837.0,1599.154,1454.704,1.397,0.4446539558131095
2.0,10838.0,1493.294,1408.187,0.539,0.18191566787495253
3.0,10838.0,1494.369,1408.312,0.539,0.18191566787495253
4.0,10838.0,1495.444,1408.438,0.539,0.18191566787495253
5.0,10838.0,1496.518,1408.562,0.539,0.18191566787495253
6.0,10838.0,1497.592,1408.687,0.539,0.18191566787495253
7.0,10838.0,1498.666,1408.812,0.539,0.18191566787495253
8.0,10838.0,1499.163,1408.91,0.539,0.18191566787495253
9.0,10838.0,1499.661,1409.009,0.539,0.18191566787495253
10.0,10838.0,1501.161,1409.203,0.539,0.18191566787495253
11.0,10838.0,1502.66,1409.397,0.539,0.18191566787495253
12.0,10838.0,1504.159,1409.592,0.539,0.18191566787495253
13.0,10838.0,1506.265,1409.963,0.539,0.18191566787495253
14.0,10838.0,1508.373,1410.335,0.539,0.18191566787495253
15.0,10838.0,1510.481,1410.707,0.539,0.18191566787495253
